质数,个,质数差,质数差差
44909,4665,16,10
44893,4664,6,-2
44887,4663,8,-4
44879,4662,12,-4
44867,4661,16,8
44851,4660,8,4
44843,4659,4,-16
44839,4658,20,10
44819,4657,10,-2
44809,4656,12,4
44797,4655,8,-4
44789,4654,12,8
44777,4653,4,2
44773,4652,2,-16
44771,4651,18,6
44753,4650,12,0
44741,4649,12,-6
44729,4648,18,8
44711,4647,10,8
44701,4646,2,-10
44699,4645,12,8
44687,4644,4,-22
44683,4643,26,20
44657,4642,6,2
44651,4641,4,-2
44647,4640,6,-2
44641,4639,8,-2
44633,4638,10,8
44623,4637,2,-2
44621,4636,4,-26
44617,4635,30,22
44587,4634,8,-8
44579,4633,16,2
44563,4632,14,8
44549,4631,6,0
44543,4630,6,2
44537,4629,4,2
44533,4628,2,-10
44531,4627,12,0
44519,4626,12,6
44507,4625,6,2
44501,4624,4,-2
44497,4623,6,-2
44491,4622,8,-22
44483,4621,30,26
44453,4620,4,-28
44449,4619,32,4
44417,4618,28,22
44389,4617,6,4
44383,4616,2,-8
44381,4615,10,-4
44371,4614,14,8
44357,4613,6,-52
44351,4612,58,46
44293,4611,12,10
44281,4610,2,-4
44279,4609,6,2
44273,4608,4,2
44269,4607,2,-2
44267,4606,4,-2
44263,4605,6,-2
44257,4604,8,-20
44249,4603,28,14
44221,4602,14,10
44207,4601,4,2
44203,4600,2,-10
44201,4599,12,2
44189,4598,10,2
44179,4597,8,-4
44171,4596,12,-16
44159,4595,28,26
44131,4594,2,-4
44129,4593,6,2
44123,4592,4,-4
44119,4591,8,-2
44111,4590,10,-2
44101,4589,12,10
44089,4588,2,-14
44087,4587,16,4
44071,4586,12,6
44059,4585,6,-6
44053,4584,12,0
44041,4583,12,10
44029,4582,2,-4
44027,4581,6,2
44021,4580,4,-16
44017,4579,20,14
43997,4578,6,2
43991,4577,4,-10
43987,4576,14,10
43973,4575,4,-2
43969,4574,6,4
43963,4573,2,-8
43961,4572,10,2
43951,4571,8,-2
43943,4570,10,-10
43933,4569,20,-2
43913,4568,22,20
43891,4567,2,-20
43889,4566,22,8
43867,4565,14,-38
43853,4564,52,44
43801,4563,8,4
43793,4562,4,2
43789,4561,2,-2
43787,4560,4,2
43783,4559,2,-2
43781,4558,4,-14
43777,4557,18,12
43759,4556,6,-26
43753,4555,32,28
43721,4554,4,-2
43717,4553,6,-14
43711,4552,20,-2
43691,4551,22,14
43669,4550,8,-2
43661,4549,10,8
43651,4548,2,-14
43649,4547,16,10
43633,4546,6,-8
43627,4545,14,10
43613,4544,4,2
43609,4543,2,-8
43607,4542,10,4
43597,4541,6,-6
43591,4540,12,10
43579,4539,2,-2
43577,4538,4,-26
43573,4537,30,28
43543,4536,2,-22
43541,4535,24,6
43517,4534,18,6
43499,4533,12,6
43487,4532,6,-18
43481,4531,24,18
43457,4530,6,-4
43451,4529,10,-4
43441,4528,14,-2
43427,4527,16,8
43411,4526,8,4
43403,4525,4,2
43399,4524,2,-4
43397,4523,6,-54
43391,4522,60,50
43331,4521,10,8
43321,4520,2,-4
43319,4519,6,-16
43313,4518,22,14
43291,4517,8,-4
43283,4516,12,2
43271,4515,10,-14
43261,4514,24,10
43237,4513,14,-2
43223,4512,16,10
43207,4511,6,-6
43201,4510,12,0
43189,4509,12,-6
43177,4508,18,10
43159,4507,8,-10
43151,4506,18,2
43133,4505,16,2
43117,4504,14,4
43103,4503,10,-16
43093,4502,26,22
43067,4501,4,-8
43063,4500,12,10
43051,4499,2,-10
43049,4498,12,-6
43037,4497,18,12
43019,4496,6,-4
43013,4495,10,-4
43003,4494,14,4
42989,4493,10,-2
42979,4492,12,6
42967,4491,6,-2
42961,4490,8,-2
42953,4489,10,4
42943,4488,6,-2
42937,4487,8,2
42929,4486,6,-16
42923,4485,22,20
42901,4484,2,-34
42899,4483,36,32
42863,4482,4,-2
42859,4481,6,-6
42853,4480,12,10
42841,4479,2,-8
42839,4478,10,2
42829,4477,8,-16
42821,4476,24,20
42797,4475,4,-2
42793,4474,6,-8
42787,4473,14,8
42773,4472,6,-10
42767,4471,16,8
42751,4470,8,2
42743,4469,6,-4
42737,4468,10,2
42727,4467,8,-2
42719,4466,10,4
42709,4465,6,4
42703,4464,2,-2
42701,4463,4,-4
42697,4462,8,2
42689,4461,6,0
42683,4460,6,-4
42677,4459,10,-8
42667,4458,18,12
42649,4457,6,4
42643,4456,2,-28
42641,4455,30,8
42611,4454,22,10
42589,4453,12,6
42577,4452,6,4
42571,4451,2,-10
42569,4450,12,-12
42557,4449,24,0
42533,4448,24,14
42509,4447,10,2
42499,4446,8,4
42491,4445,4,-10
42487,4444,14,8
42473,4443,6,2
42467,4442,4,2
42463,4441,2,-2
42461,4440,4,-2
42457,4439,6,-2
42451,4438,8,2
42443,4437,6,2
42437,4436,4,-20
42433,4435,24,22
42409,4434,2,-2
42407,4433,4,-2
42403,4432,6,0
42397,4431,6,-6
42391,4430,12,6
42379,4429,6,-8
42373,4428,14,4
42359,4427,10,-2
42349,4426,12,6
42337,4425,6,-2
42331,4424,8,-8
42323,4423,16,8
42307,4422,8,2
42299,4421,6,-4
42293,4420,10,8
42283,4419,2,-22
42281,4418,24,6
42257,4417,18,6
42239,4416,12,8
42227,4415,4,2
42223,4414,2,-10
42221,4413,12,0
42209,4412,12,8
42197,4411,4,-2
42193,4410,6,0
42187,4409,6,4
42181,4408,2,-8
42179,4407,10,-2
42169,4406,12,-6
42157,4405,18,10
42139,4404,8,-22
42131,4403,30,18
42101,4402,12,6
42089,4401,6,-4
42083,4400,10,8
42073,4399,2,-8
42071,4398,10,-8
42061,4397,18,-2
42043,4396,20,16
42023,4395,4,2
42019,4394,2,-2
42017,4393,4,-10
42013,4392,14,-2
41999,4391,16,14
41983,4390,2,-10
41981,4389,12,2
41969,4388,10,8
41959,4387,2,-2
41957,4386,4,-2
41953,4385,6,0
41947,4384,6,-8
41941,4383,14,-2
41927,4382,16,8
41911,4381,8,2
41903,4380,6,2
41897,4379,4,-2
41893,4378,6,-2
41887,4377,8,-8
41879,4376,16,4
41863,4375,12,10
41851,4374,2,-4
41849,4373,6,-24
41843,4372,30,26
41813,4371,4,-4
41809,4370,8,-16
41801,4369,24,18
41777,4368,6,-4
41771,4367,10,8
41761,4366,2,-20
41759,4365,22,14
41737,4364,8,-2
41729,4363,10,-22
41719,4362,32,26
41687,4361,6,-6
41681,4360,12,2
41669,4359,10,2
41659,4358,8,4
41651,4357,4,-2
41647,4356,6,-8
41641,4355,14,8
41627,4354,6,2
41621,4353,4,-2
41617,4352,6,4
41611,4351,2,-4
41609,4350,6,0
41603,4349,6,2
41597,4348,4,-10
41593,4347,14,-16
41579,4346,30,24
41549,4345,6,2
41543,4344,4,-14
41539,4343,18,16
41521,4342,2,-4
41519,4341,6,0
41513,4340,6,-10
41507,4339,16,4
41491,4338,12,0
41479,4337,12,-2
41467,4336,14,4
41453,4335,10,-20
41443,4334,30,28
41413,4333,2,-10
41411,4332,12,2
41399,4331,10,8
41389,4330,2,-4
41387,4329,6,-18
41381,4328,24,18
41357,4327,6,-4
41351,4326,10,2
41341,4325,8,-26
41333,4324,34,16
41299,4323,18,6
41281,4322,12,6
41269,4321,6,0
41263,4320,6,-8
41257,4319,14,4
41243,4318,10,8
41233,4317,2,-2
41231,4316,4,-2
41227,4315,6,-2
41221,4314,8,-2
41213,4313,10,8
41203,4312,2,-10
41201,4311,12,6
41189,4310,6,2
41183,4309,4,2
41179,4308,2,-14
41177,4307,16,4
41161,4306,12,6
41149,4305,6,4
41143,4304,2,-8
41141,4303,10,-4
41131,4302,14,10
41117,4301,4,-28
41113,4300,32,28
41081,4299,4,-16
41077,4298,20,14
41057,4297,6,2
41051,4296,4,-4
41047,4295,8,-8
41039,4294,16,10
41023,4293,6,0
41017,4292,6,-12
41011,4291,18,-2
40993,4290,20,8
40973,4289,12,0
40961,4288,12,2
40949,4287,10,4
40939,4286,6,0
40933,4285,6,-18
40927,4284,24,18
40903,4283,6,-8
40897,4282,14,10
40883,4281,4,-8
40879,4280,12,-2
40867,4279,14,10
40853,4278,4,2
40849,4277,2,-4
40847,4276,6,-6
40841,4275,12,6
40829,4274,6,2
40823,4273,4,-2
40819,4272,6,-6
40813,4271,12,-2
40801,4270,14,-2
40787,4269,16,8
40771,4268,8,4
40763,4267,4,-4
40759,4266,8,-4
40751,4265,12,-18
40739,4264,30,20
40709,4263,10,8
40699,4262,2,-2
40697,4261,4,-50
40693,4260,54,52
40639,4259,2,-8
40637,4258,10,-8
40627,4257,18,6
40609,4256,12,6
40597,4255,6,-2
40591,4254,8,2
40583,4253,6,-12
40577,4252,18,2
40559,4251,16,4
40543,4250,12,10
40531,4249,2,-8
40529,4248,10,-2
40519,4247,12,4
40507,4246,8,2
40499,4245,6,0
40493,4244,6,2
40487,4243,4,-8
40483,4242,12,0
40471,4241,12,-14
40459,4240,26,22
40433,4239,4,2
40429,4238,2,-2
40427,4237,4,-32
40423,4236,36,10
40387,4235,26,22
40361,4234,4,-2
40357,4233,6,-2
40351,4232,8,-46
40343,4231,54,48
40289,4230,6,0
40283,4229,6,-18
40277,4228,24,12
40253,4227,12,8
40241,4226,4,-2
40237,4225,6,-12
40231,4224,18,-2
40213,4223,20,16
40193,4222,4,-8
40189,4221,12,4
40177,4220,8,2
40169,4219,6,-4
40163,4218,10,8
40153,4217,2,-20
40151,4216,22,20
40129,4215,2,-2
40127,4214,4,-8
40123,4213,12,0
40111,4212,12,6
40099,4211,6,0
40093,4210,6,-18
40087,4209,24,0
40063,4208,24,22
40039,4207,2,-4
40037,4206,6,-12
40031,4205,18,14
40013,4204,4,-16
40009,4203,20,14
39989,4202,6,2
39983,4201,4,-4
39979,4200,8,-10
39971,4199,18,2
39953,4198,16,8
39937,4197,8,-20
39929,4196,28,14
39901,4195,14,10
39887,4194,4,-2
39883,4193,6,-2
39877,4192,8,2
39869,4191,6,0
39863,4190,6,-4
39857,4189,10,4
39847,4188,6,4
39841,4187,2,-8
39839,4186,10,8
39829,4185,2,-4
39827,4184,6,-16
39821,4183,22,14
39799,4182,8,-4
39791,4181,12,2
39779,4180,10,2
39769,4179,8,-4
39761,4178,12,-4
39749,4177,16,10
39733,4176,6,-2
39727,4175,8,-2
39719,4174,10,4
39709,4173,6,-18
39703,4172,24,16
39679,4171,8,4
39671,4170,4,-4
39667,4169,8,-20
39659,4168,28,20
39631,4167,8,4
39623,4166,4,-8
39619,4165,12,-14
39607,4164,26,14
39581,4163,12,6
39569,4162,6,-6
39563,4161,12,2
39551,4160,10,-10
39541,4159,20,10
39521,4158,10,8
39511,4157,2,-4
39509,4156,6,2
39503,4155,4,-34
39499,4154,38,28
39461,4153,10,2
39451,4152,8,4
39443,4151,4,-16
39439,4150,20,10
39419,4149,10,-2
39409,4148,12,-2
39397,4147,14,4
39383,4146,10,8
39373,4145,2,-2
39371,4144,4,-4
39367,4143,8,-8
39359,4142,16,14
39343,4141,2,-16
39341,4140,18,12
39323,4139,6,2
39317,4138,4,-8
39313,4137,12,4
39301,4136,8,-34
39293,4135,42,32
39251,4134,10,8
39241,4133,2,-4
39239,4132,6,2
39233,4131,4,2
39229,4130,2,-8
39227,4129,10,2
39217,4128,8,-2
39209,4127,10,2
39199,4126,8,-2
39191,4125,10,-8
39181,4124,18,16
39163,4123,2,-2
39161,4122,4,-14
39157,4121,18,12
39139,4120,6,-8
39133,4119,14,8
39119,4118,6,0
39113,4117,6,2
39107,4116,4,-2
39103,4115,6,-2
39097,4114,8,-2
39089,4113,10,-22
39079,4112,32,28
39047,4111,4,2
39043,4110,2,-16
39041,4109,18,14
39023,4108,4,-22
39019,4107,26,10
38993,4106,16,10
38977,4105,6,-6
38971,4104,12,6
38959,4103,6,-14
38953,4102,20,10
38933,4101,10,8
38923,4100,2,-2
38921,4099,4,-10
38917,4098,14,2
38903,4097,12,-6
38891,4096,18,12
38873,4095,6,0
38867,4094,6,-4
38861,4093,10,-2
38851,4092,12,6
38839,4091,6,-6
38833,4090,12,-6
38821,4089,18,6
38803,4088,12,4
38791,4087,8,-8
38783,4086,16,-2
38767,4085,18,16
38749,4084,2,-8
38747,4083,10,2
38737,4082,8,2
38729,4081,6,-4
38723,4080,10,8
38713,4079,2,-2
38711,4078,4,-4
38707,4077,8,2
38699,4076,6,-10
38693,4075,16,10
38677,4074,6,4
38671,4073,2,-14
38669,4072,16,14
38653,4071,2,-10
38651,4070,12,2
38639,4069,10,-8
38629,4068,18,16
38611,4067,2,-4
38609,4066,6,-4
38603,4065,10,-14
38593,4064,24,22
38569,4063,2,-4
38567,4062,6,2
38561,4061,4,-10
38557,4060,14,-28
38543,4059,42,2
38501,4058,40,38
38461,4057,2,-4
38459,4056,6,2
38453,4055,4,2
38449,4054,2,-14
38447,4053,16,-22
38431,4052,38,22
38393,4051,16,10
38377,4050,6,-14
38371,4049,20,2
38351,4048,18,14
38333,4047,4,2
38329,4046,2,-4
38327,4045,6,2
38321,4044,4,-10
38317,4043,14,10
38303,4042,4,-8
38299,4041,12,6
38287,4040,6,-2
38281,4039,8,-4
38273,4038,12,-10
38261,4037,22,20
38239,4036,2,-4
38237,4035,6,-6
38231,4034,12,-6
38219,4033,18,14
38201,4032,4,-4
38197,4031,8,2
38189,4030,6,0
38183,4029,6,-4
38177,4028,10,-4
38167,4027,14,10
38153,4026,4,-26
38149,4025,30,24
38119,4024,6,-24
38113,4023,30,16
38083,4022,14,-2
38069,4021,16,10
38053,4020,6,-2
38047,4019,8,-20
38039,4018,28,14
38011,4017,14,10
37997,4016,4,2
37993,4015,2,-2
37991,4014,4,-16
37987,4013,20,16
37967,4012,4,-2
37963,4011,6,0
37957,4010,6,-38
37951,4009,44,34
37907,4008,10,2
37897,4007,8,-2
37889,4006,10,2
37879,4005,8,-2
37871,4004,10,2
37861,4003,8,2
37853,4002,6,-10
37847,4001,16,-2
37831,4000,18,16
37813,3999,2,-10
37811,3998,12,-4
37799,3997,16,14
37783,3996,2,-32
37781,3995,34,4
37747,3994,30,12
37717,3993,18,12
37699,3992,6,4
37693,3991,2,-26
37691,3990,28,22
37663,3989,6,-2
37657,3988,8,2
37649,3987,6,-4
37643,3986,10,-4
37633,3985,14,2
37619,3984,12,-4
37607,3983,16,14
37591,3982,2,-8
37589,3981,10,4
37579,3980,6,4
37573,3979,2,-2
37571,3978,4,-2
37567,3977,6,-6
37561,3976,12,10
37549,3975,2,-8
37547,3974,10,2
37537,3973,8,-4
37529,3972,12,6
37517,3971,6,2
37511,3970,4,-2
37507,3969,6,-2
37501,3968,8,4
37493,3967,4,-2
37489,3966,6,-14
37483,3965,20,4
37463,3964,16,10
37447,3963,6,-12
37441,3962,18,4
37423,3961,14,2
37409,3960,12,-6
37397,3959,18,8
37379,3958,10,4
37369,3957,6,4
37363,3956,2,-2
37361,3955,4,-14
37357,3954,18,16
37339,3953,2,-14
37337,3952,16,8
37321,3951,8,4
37313,3950,4,2
37309,3949,2,-28
37307,3948,30,26
37277,3947,4,-16
37273,3946,20,10
37253,3945,10,-10
37243,3944,20,14
37223,3943,6,-10
37217,3942,16,14
37201,3941,2,-8
37199,3940,10,2
37189,3939,8,-2
37181,3938,10,-2
37171,3937,12,-8
37159,3936,20,4
37139,3935,16,10
37123,3934,6,-14
37117,3933,20,10
37097,3932,10,-16
37087,3931,26,22
37061,3930,4,-4
37057,3929,8,-2
37049,3928,10,-8
37039,3927,18,16
37021,3926,2,-4
37019,3925,6,-4
37013,3924,10,4
37003,3923,6,-12
36997,3922,18,12
36979,3921,6,-20
36973,3920,26,22
36947,3919,4,-8
36943,3918,12,10
36931,3917,2,-4
36929,3916,6,2
36923,3915,4,-2
36919,3914,6,-6
36913,3913,12,10
36901,3912,2,-10
36899,3911,12,2
36887,3910,10,4
36877,3909,6,-8
36871,3908,14,4
36857,3907,10,-4
36847,3906,14,2
36833,3905,12,0
36821,3904,12,-4
36809,3903,16,14
36793,3902,2,-2
36791,3901,4,-2
36787,3900,6,4
36781,3899,2,-10
36779,3898,12,6
36767,3897,6,-6
36761,3896,12,2
36749,3895,10,-8
36739,3894,18,10
36721,3893,8,4
36713,3892,4,-8
36709,3891,12,6
36697,3890,6,-2
36691,3889,8,2
36683,3888,6,0
36677,3887,6,-12
36671,3886,18,8
36653,3885,10,4
36643,3884,6,-2
36637,3883,8,-14
36629,3882,22,14
36607,3881,8,-4
36599,3880,12,8
36587,3879,4,-8
36583,3878,12,4
36571,3877,8,4
36563,3876,4,-4
36559,3875,8,-2
36551,3874,10,-2
36541,3873,12,10
36529,3872,2,-2
36527,3871,4,-22
36523,3870,26,22
36497,3869,4,-10
36493,3868,14,8
36479,3867,6,2
36473,3866,4,2
36469,3865,2,-8
36467,3864,10,4
36457,3863,6,-12
36451,3862,18,-26
36433,3861,44,38
36389,3860,6,-4
36383,3859,10,-10
36373,3858,20,10
36353,3857,10,8
36343,3856,2,-20
36341,3855,22,16
36319,3854,6,0
36313,3853,6,-2
36307,3852,8,2
36299,3851,6,-10
36293,3850,16,8
36277,3849,8,2
36269,3848,6,-6
36263,3847,12,2
36251,3846,10,-2
36241,3845,12,0
36229,3844,12,4
36217,3843,8,-10
36209,3842,18,14
36191,3841,4,-22
36187,3840,26,16
36161,3839,10,-4
36151,3838,14,8
36137,3837,6,-16
36131,3836,22,20
36109,3835,2,-8
36107,3834,10,-4
36097,3833,14,4
36083,3832,10,4
36073,3831,6,0
36067,3830,6,-18
36061,3829,24,4
36037,3828,20,16
36017,3827,4,2
36013,3826,2,-2
36011,3825,4,-4
36007,3824,8,2
35999,3823,6,-4
35993,3822,10,4
35983,3821,6,-2
35977,3820,8,2
35969,3819,6,-6
35963,3818,12,-6
35951,3817,18,8
35933,3816,10,-2
35923,3815,12,0
35911,3814,12,10
35899,3813,2,-16
35897,3812,18,8
35879,3811,10,4
35869,3810,6,-6
35863,3809,12,0
35851,3808,12,10
35839,3807,2,-4
35837,3806,6,-16
35831,3805,22,16
35809,3804,6,4
35803,3803,2,-2
35801,3802,4,-22
35797,3801,26,14
35771,3800,12,6
35759,3799,6,0
35753,3798,6,-10
35747,3797,16,14
35731,3796,2,-50
35729,3795,52,46
35677,3794,6,-48
35671,3793,54,40
35617,3792,14,8
35603,3791,6,2
35597,3790,4,2
35593,3789,2,-16
35591,3788,18,14
35573,3787,4,-22
35569,3786,26,20
35543,3785,6,2
35537,3784,4,2
35533,3783,2,-2
35531,3782,4,-2
35527,3781,6,-6
35521,3780,12,10
35509,3779,2,-14
35507,3778,16,-14
35491,3777,30,18
35461,3776,12,10
35449,3775,2,-8
35447,3774,10,-4
35437,3773,14,10
35423,3772,4,-8
35419,3771,12,6
35407,3770,6,-2
35401,3769,8,-4
35393,3768,12,-6
35381,3767,18,8
35363,3766,10,-4
35353,3765,14,2
35339,3764,12,8
35327,3763,4,-2
35323,3762,6,0
35317,3761,6,-14
35311,3760,20,10
35291,3759,10,8
35281,3758,2,-10
35279,3757,12,2
35267,3756,10,4
35257,3755,6,-18
35251,3754,24,18
35227,3753,6,-14
35221,3752,20,-10
35201,3751,30,18
35171,3750,12,6
35159,3749,6,2
35153,3748,4,-4
35149,3747,8,-4
35141,3746,12,0
35129,3745,12,6
35117,3744,6,2
35111,3743,4,-4
35107,3742,8,-2
35099,3741,10,4
35089,3740,6,4
35083,3739,2,-10
35081,3738,12,2
35069,3737,10,4
35059,3736,6,4
35053,3735,2,-22
35051,3734,24,20
35027,3733,4,-38
35023,3732,42,24
34981,3731,18,16
34963,3730,2,-10
34961,3729,12,2
34949,3728,10,-10
34939,3727,20,14
34919,3726,6,-10
34913,3725,16,2
34897,3724,14,8
34883,3723,6,0
34877,3722,6,-16
34871,3721,22,20
34849,3720,2,-2
34847,3719,4,2
34843,3718,2,-20
34841,3717,22,10
34819,3716,12,-14
34807,3715,26,8
34781,3714,18,14
34763,3713,4,2
34759,3712,2,-8
34757,3711,10,2
34747,3710,8,-2
34739,3709,10,2
34729,3708,8,-10
34721,3707,18,8
34703,3706,10,4
34693,3705,6,-2
34687,3704,8,2
34679,3703,6,0
34673,3702,6,-10
34667,3701,16,14
34651,3700,2,-16
34649,3699,18,0
34631,3698,18,12
34613,3697,6,2
34607,3696,4,-8
34603,3695,12,10
34591,3694,2,-4
34589,3693,6,-28
34583,3692,34,28
34549,3691,6,0
34543,3690,6,-12
34537,3689,18,12
34519,3688,6,4
34513,3687,2,-8
34511,3686,10,8
34501,3685,2,-10
34499,3684,12,8
34487,3683,4,-8
34483,3682,12,10
34471,3681,2,-10
34469,3680,12,-6
34457,3679,18,8
34439,3678,10,2
34429,3677,8,-10
34421,3676,18,-4
34403,3675,22,10
34381,3674,12,10
34369,3673,2,-4
34367,3672,6,-4
34361,3671,10,-4
34351,3670,14,4
34337,3669,10,2
34327,3668,8,2
34319,3667,6,-4
34313,3666,10,8
34303,3665,2,-2
34301,3664,4,-10
34297,3663,14,4
34283,3662,10,4
34273,3661,6,0
34267,3660,6,4
34261,3659,2,-4
34259,3658,6,-16
34253,3657,22,8
34231,3656,14,10
34217,3655,4,2
34213,3654,2,-26
34211,3653,28,16
34183,3652,12,0
34171,3651,12,10
34159,3650,2,-8
34157,3649,10,4
34147,3648,6,-6
34141,3647,12,10
34129,3646,2,-2
34127,3645,4,-58
34123,3644,62,58
34061,3643,4,-14
34057,3642,18,12
34039,3641,6,4
34033,3640,2,-10
34031,3639,12,-10
34019,3638,22,-8
33997,3637,30,24
33967,3636,6,-14
33961,3635,20,16
33941,3634,4,-2
33937,3633,6,-2
33931,3632,8,-4
33923,3631,12,-6
33911,3630,18,14
33893,3629,4,-14
33889,3628,18,10
33871,3627,8,2
33863,3626,6,0
33857,3625,6,-16
33851,3624,22,20
33829,3623,2,-14
33827,3622,16,14
33811,3621,2,-10
33809,3620,12,6
33797,3619,6,-12
33791,3618,18,14
33773,3617,4,2
33769,3616,2,-8
33767,3615,10,4
33757,3614,6,4
33751,3613,2,-8
33749,3612,10,-8
33739,3611,18,10
33721,3610,8,-2
33713,3609,10,-14
33703,3608,24,-8
33679,3607,32,26
33647,3606,6,2
33641,3605,4,-4
33637,3604,8,2
33629,3603,6,2
33623,3602,4,2
33619,3601,2,-2
33617,3600,4,-8
33613,3599,12,10
33601,3598,2,-8
33599,3597,10,8
33589,3596,2,-4
33587,3595,6,2
33581,3594,4,-4
33577,3593,8,2
33569,3592,6,-10
33563,3591,16,2
33547,3590,14,10
33533,3589,4,-4
33529,3588,8,-10
33521,3587,18,8
33503,3586,10,4
33493,3585,6,-2
33487,3584,8,-2
33479,3583,10,2
33469,3582,8,4
33461,3581,4,-26
33457,3580,30,16
33427,3579,14,10
33413,3578,4,-2
33409,3577,6,-6
33403,3576,12,-2
33391,3575,14,-4
33377,3574,18,12
33359,3573,6,2
33353,3572,4,2
33349,3571,2,-2
33347,3570,4,-8
33343,3569,12,10
33331,3568,2,-10
33329,3567,12,6
33317,3566,6,-4
33311,3565,10,-2
33301,3564,12,10
33289,3563,2,-38
33287,3562,40,16
33247,3561,24,12
33223,3560,12,4
33211,3559,8,4
33203,3558,4,-4
33199,3557,8,-2
33191,3556,10,8
33181,3555,2,-16
33179,3554,18,8
33161,3553,10,8
33151,3552,2,-28
33149,3551,30,24
33119,3550,6,0
33113,3549,6,-10
33107,3548,16,8
33091,3547,8,-2
33083,3546,10,8
33073,3545,2,-16
33071,3544,18,14
33053,3543,4,-8
33049,3542,12,4
33037,3541,8,2
33029,3540,6,-4
33023,3539,10,-4
33013,3538,14,8
32999,3537,6,0
32993,3536,6,2
32987,3535,4,-8
32983,3534,12,10
32971,3533,2,-10
32969,3532,12,-4
32957,3531,16,14
32941,3530,2,-4
32939,3529,6,-10
32933,3528,16,10
32917,3527,6,4
32911,3526,2,-20
32909,3525,22,4
32887,3524,18,-8
32869,3523,26,22
32843,3522,4,-2
32839,3521,6,4
32833,3520,2,-26
32831,3519,28,26
32803,3518,2,-2
32801,3517,4,-4
32797,3516,8,2
32789,3515,6,2
32783,3514,4,-4
32779,3513,8,-14
32771,3512,22,-8
32749,3511,30,28
32719,3510,2,-2
32717,3509,4,-2
32713,3508,6,-8
32707,3507,14,8
32693,3506,6,-28
32687,3505,34,28
32653,3504,6,-8
32647,3503,14,2
32633,3502,12,2
32621,3501,10,8
32611,3500,2,-4
32609,3499,6,-10
32603,3498,16,8
32587,3497,8,2
32579,3496,6,2
32573,3495,4,-2
32569,3494,6,4
32563,3493,2,-22
32561,3492,24,20
32537,3491,4,2
32533,3490,2,-22
32531,3489,24,20
32507,3488,4,-2
32503,3487,6,0
32497,3486,6,-6
32491,3485,12,0
32479,3484,12,-12
32467,3483,24,22
32443,3482,2,-10
32441,3481,12,6
32429,3480,6,-4
32423,3479,10,8
32413,3478,2,-8
32411,3477,10,-10
32401,3476,20,16
32381,3475,4,-2
32377,3474,6,4
32371,3473,2,-4
32369,3472,6,2
32363,3471,4,-2
32359,3470,6,-6
32353,3469,12,-2
32341,3468,14,10
32327,3467,4,2
32323,3466,2,-10
32321,3465,12,6
32309,3464,6,2
32303,3463,4,2
32299,3462,2,-34
32297,3461,36,32
32261,3460,4,-2
32257,3459,6,-8
32251,3458,14,10
32237,3457,4,-16
32233,3456,20,10
32213,3455,10,-2
32203,3454,12,10
32191,3453,2,-4
32189,3452,6,-4
32183,3451,10,-4
32173,3450,14,-2
32159,3449,16,14
32143,3448,2,-20
32141,3447,22,20
32119,3446,2,-16
32117,3445,18,8
32099,3444,10,4
32089,3443,6,0
32083,3442,6,-2
32077,3441,8,2
32069,3440,6,2
32063,3439,4,2
32059,3438,2,-4
32057,3437,6,-16
32051,3436,22,20
32029,3435,2,-16
32027,3434,18,12
32009,3433,6,-6
32003,3432,12,2
31991,3431,10,2
31981,3430,8,-2
31973,3429,10,4
31963,3428,6,-44
31957,3427,50,34
31907,3426,16,8
31891,3425,8,-2
31883,3424,10,-4
31873,3423,14,4
31859,3422,10,8
31849,3421,2,-28
31847,3420,30,12
31817,3419,18,12
31799,3418,6,-16
31793,3417,22,20
31771,3416,2,-16
31769,3415,18,8
31751,3414,10,-2
31741,3413,12,10
31729,3412,2,-2
31727,3411,4,2
31723,3410,2,-20
31721,3409,22,10
31699,3408,12,-8
31687,3407,20,16
31667,3406,4,-2
31663,3405,6,-2
31657,3404,8,2
31649,3403,6,-10
31643,3402,16,-4
31627,3401,20,14
31607,3400,6,-12
31601,3399,18,8
31583,3398,10,4
31573,3397,6,-14
31567,3396,20,16
31547,3395,4,2
31543,3394,2,-8
31541,3393,10,-4
31531,3392,14,10
31517,3391,4,2
31513,3390,2,-20
31511,3389,22,14
31489,3388,8,4
31481,3387,4,-4
31477,3386,8,-64
31469,3385,72,68
31397,3384,4,2
31393,3383,2,-2
31391,3382,4,-4
31387,3381,8,-14
31379,3380,22,2
31357,3379,20,16
31337,3378,4,-2
31333,3377,6,0
31327,3376,6,4
31321,3375,2,-10
31319,3374,12,-18
31307,3373,30,24
31277,3372,6,2
31271,3371,4,-4
31267,3370,8,2
31259,3369,6,2
31253,3368,4,2
31249,3367,2,-8
31247,3366,10,4
31237,3365,6,-2
31231,3364,8,4
31223,3363,4,-22
31219,3362,26,22
31193,3361,4,-2
31189,3360,6,4
31183,3359,2,-2
31181,3358,4,-14
31177,3357,18,12
31159,3356,6,4
31153,3355,2,-2
31151,3354,4,-4
31147,3353,8,-8
31139,3352,16,14
31123,3351,2,-28
31121,3350,30,20
31091,3349,10,8
31081,3348,2,-8
31079,3347,10,4
31069,3346,6,-6
31063,3345,12,0
31051,3344,12,6
31039,3343,6,-8
31033,3342,14,8
31019,3341,6,-24
31013,3340,30,24
30983,3339,6,0
30977,3338,6,-16
30971,3337,22,14
30949,3336,8,4
30941,3335,4,-2
30937,3334,6,-14
30931,3333,20,2
30911,3332,18,6
30893,3331,12,2
